Title	URL	Author	Page views	Creation date	Status
Winter already? Snow, deep freeze from Rockies to East Coast	https://assets.msn.com/labs/mind/BBWBOIm.html	newsus	14.0	Nov 2019	newsus
Warriors' Damion Lee out at least two weeks	https://assets.msn.com/labs/mind/BBWEsfg.html	basketball_nba	98.0	Nov 2019	basketball_nba
Woman accused of sneaking into Bronx Zoo lion exhibit arraigned	https://assets.msn.com/labs/mind/BBWtpQB.html	newscrime	761.0	Nov 2019	newscrime
Fact-checking the reasons behind GOP's impeachment hearing witness list requests	https://assets.msn.com/labs/mind/BBWw4SI.html	news	14.0	Nov 2019	news
3 Men Shot Just After Noon In Brainerd Neighborhood	https://assets.msn.com/labs/mind/BBWBOJc.html	newscrime	216.0	Nov 2019	newscrime
Report: Mexican cartels poisoning US national parks through hidden pot growing operations	https://assets.msn.com/labs/mind/BBWHrMM.html	news	15.0	Nov 2019	news
Jekyll Brewing Opens in Downtown Alpharetta Monday for Beer and Crawfish Hushpuppies	https://assets.msn.com/labs/mind/BBWtpQK.html	newstrends	75.0	Nov 2019	newstrends
WNC high school football: First round playoff matchups	https://assets.msn.com/labs/mind/BBWw4WE.html	basketball_ncaa	14.0	Nov 2019	basketball_ncaa
Spurs players take ownership for defensive woes	https://assets.msn.com/labs/mind/BBWLByJ.html	basketball_nba	18.0	Nov 2019	basketball_nba
ND faces Howard	https://assets.msn.com/labs/mind/BBWBOLf.html	basketball_ncaa	3.0	Nov 2019	basketball_ncaa
Providence College's Emmitt Holt discusses scary ordeal that nearly derailed his career	https://assets.msn.com/labs/mind/BBWEsiU.html	wellness	9.0	Nov 2019	wellness
Maggert leads, Kelly back in Charles Schwab Cup mix	https://assets.msn.com/labs/mind/BBWqQxV.html	golf	53.0	Nov 2019	golf
Deion Sanders says he has not spoken to Florida State about head coach job	https://assets.msn.com/labs/mind/BBWw4ao.html	football_ncaa	41.0	Nov 2019	football_ncaa
Trump admin preparing to take over private land for border wall	https://assets.msn.com/labs/mind/BBWLBz3.html	newsus	6577.0	Nov 2019	newsus
Fire Destroys Classic Porsche Cars And Parts Worth $3 Million	https://assets.msn.com/labs/mind/BBWBOMK.html	autosenthusiasts	4102.0	Nov 2019	autosenthusiasts
Pittsburgh Weather: Pittsburgh Hits New Record Low Temperature	https://assets.msn.com/labs/mind/BBWHrPe.html	weathertopstories	14.0	Nov 2019	weathertopstories
Trump sought updates on 2016 WikiLeaks dumps: ex-aide	https://assets.msn.com/labs/mind/BBWEsiX.html	news	26.0	Nov 2019	news
2 RI Cities Named Among Best Places To Live On $60k Salary	https://assets.msn.com/labs/mind/BBWtpUj.html	travelarticle	7.0	Nov 2019	travelarticle
Republican who sparked Trump's criticism of Elijah Cummings and Baltimore announces run for his seat in Congress	https://assets.msn.com/labs/mind/BBWw4br.html	newspolitics	7.0	Nov 2019	newspolitics
NASCAR's final 4 in fun mode ahead of championship race	https://assets.msn.com/labs/mind/BBWLBzT.html	racing	18.0	Nov 2019	racing
Nona Slice House in Safety Harbor delivers dough with a dance	https://assets.msn.com/labs/mind/BBWBONB.html	newstrends	8.0	Nov 2019	newstrends
An easy way to build a repeatable putting stroke	https://assets.msn.com/labs/mind/BBWEskX.html	golf	5.0	Nov 2019	golf
Pullman Yard's Atomic Entertainment sets sights on New Orleans mega-project, too	https://assets.msn.com/labs/mind/BBWtpVr.html	travelarticle	4.0	Nov 2019	travelarticle
Minneapolis' Eastside Food Co-op makes food access 'FARE'	https://assets.msn.com/labs/mind/BBWLC0l.html	football_nfl	3.0	Nov 2019	football_nfl
Controversial hockey commentator Don Cherry fired in wake of xenophobic rant	https://assets.msn.com/labs/mind/BBWBOP1.html	icehockey_nhl	16.0	Nov 2019	icehockey_nhl
Jags enter Week 11 as 3.5-point underdogs to Colts	https://assets.msn.com/labs/mind/BBWEspN.html	football_nfl	15.0	Nov 2019	football_nfl
Face it, Bucs fans need hope	https://assets.msn.com/labs/mind/BBWw4dQ.html	football_nfl	31.0	Nov 2019	football_nfl
Second witness reportedly heard Trump asking Sondland about Ukrainian investigations	https://assets.msn.com/labs/mind/BBWLC3s.html	news	5.0	Nov 2019	news
Teen receives double lung transplant for vaping-related injuries	https://assets.msn.com/labs/mind/BBWHrWp.html	newsus	6.0	Nov 2019	newsus
Elton John, Brad Pitt, and More Celebs Who Changed Their Names	https://assets.msn.com/labs/mind/BBWtpWh.html	celebrity	1916.0	Nov 2019	celebrity
Jill Biden to Trump: 'Stop it. My husband is going to beat you'	https://assets.msn.com/labs/mind/BBWBOPP.html	news	13.0	Nov 2019	news
SPCA Of Westchester Seeks Help To Rebuild Animal Care Campus	https://assets.msn.com/labs/mind/BBWHrZ6.html	newsoffbeat	3.0	Nov 2019	newsoffbeat
Bad news, seniors: Your Medicare costs are going up	https://assets.msn.com/labs/mind/BBWEt9h.html	finance-insurance	5611.999999999999	Nov 2019	finance-insurance
100-Year-Old World War II Veteran Shares Her Memories Of Service As A Flying Nurse	https://assets.msn.com/labs/mind/BBWqR6n.html	newsus	5.0	Nov 2019	newsus
Jets HC Adam Gase isn't at risk of losing his job	https://assets.msn.com/labs/mind/BBWw4db.html	football_nfl	596.0	Nov 2019	football_nfl
Jaguars vs. Colts: Return of Nick Foles may increase tight end targets	https://assets.msn.com/labs/mind/BBWBOQJ.html	football_nfl	25.0	Nov 2019	football_nfl
Ravens are four-point home favorites in Week 11 battle vs. AFC South-leading Texans	https://assets.msn.com/labs/mind/BBWEtAe.html	football_nfl	5.0	Nov 2019	football_nfl
MLB Silver Slugger Award winners for 2019 season announced	https://assets.msn.com/labs/mind/BBWqR6o.html	baseball_mlb	38.0	Nov 2019	baseball_mlb
St. Johns coach Mike Morgan gets 336th win, tied with Paul Moro for all-time state record	https://assets.msn.com/labs/mind/BBWw4eu.html	basketball_ncaa	15.0	Nov 2019	basketball_ncaa
Greta Thunberg mural stares down on San Francisco	https://assets.msn.com/labs/mind/BBWHraZ.html	newsus	4.0	Nov 2019	newsus
Rangers veteran defenseman Marc Staal has ankle surgery, out at least two weeks	https://assets.msn.com/labs/mind/BBWw4gt.html	icehockey_nhl	27.0	Nov 2019	icehockey_nhl
Authorities give details on shooting at California high school	https://assets.msn.com/labs/mind/BBWLC7B.html	newsus	4.0	Nov 2019	newsus
Dry conditions spark continued concerns of flare-ups from brush fires around LA area	https://assets.msn.com/labs/mind/BBWBOUs.html	weathertopstories	57.0	Nov 2019	weathertopstories
Arizona football: Practice performance will determine Wildcats' starting QB at Oregon	https://assets.msn.com/labs/mind/BBWEtFw.html	football_ncaa	3.0	Nov 2019	football_ncaa
Coast Guard suspends search for missing airman	https://assets.msn.com/labs/mind/BBWw4i6.html	newsus	1767.0	Nov 2019	newsus
Man stabbed at doughnut shop while helping owner fend off robbers	https://assets.msn.com/labs/mind/BBWBOVM.html	newsus	16.0	Nov 2019	newsus
OHP: Man killed in multi-vehicle crash involving semitrucks on I-40 in Oklahoma City	https://assets.msn.com/labs/mind/BBWHriv.html	newsus	30.0	Nov 2019	newsus
The Latest Big Lottery Winners from Across Connecticut	https://assets.msn.com/labs/mind/BBWw4is.html	newstrends	14.0	Nov 2019	newstrends
Nevada police say one is dead after industrial accident	https://assets.msn.com/labs/mind/BBWLCAw.html	newscrime	14.0	Nov 2019	newscrime
GOP wants Hunter Biden and whistleblower to testify in impeachment probe	https://assets.msn.com/labs/mind/BBWw4m7.html	news	20.0	Nov 2019	news
Passengers Disembarked After Plane Skids Off Runway at Chicago O'Hare Airport	https://assets.msn.com/labs/mind/BBWBOYL.html	travelarticle	42.0	Nov 2019	travelarticle
SPURS GAMEDAY: Aldridge broke out of early shooting slump with one of the best games of his career	https://assets.msn.com/labs/mind/BBWw4mr.html	basketball_nba	15.0	Nov 2019	basketball_nba
Kayakers rescue pilot after plane crashes in King County lake	https://assets.msn.com/labs/mind/BBWBOaJ.html	weathertopstories	74.0	Nov 2019	weathertopstories
The Supreme Court is hearing arguments over the fate of 700,000 'Dreamers'. Here's everything you need to know about the DACA program hanging in limbo.	https://assets.msn.com/labs/mind/BBWEtMo.html	newsus	892.0	Nov 2019	newsus
Sherwood Forest Tudor with vibrant interior asks $495K	https://assets.msn.com/labs/mind/BBWtpjj.html	lifestylehomeandgarden	4.0	Nov 2019	lifestylehomeandgarden
Upset alert! Abubakar Nurmagomedov submitted in first round at UFC Moscow	https://assets.msn.com/labs/mind/BBWw4no.html	mma	19.0	Nov 2019	mma
18 Recipes That Start with a Bag of Peanut Butter Chips	https://assets.msn.com/labs/mind/BBWLCE0.html	recipes	44.99999999999999	Nov 2019	recipes
Another patient sickened from mold at Seattle Children's	https://assets.msn.com/labs/mind/BBWBOaK.html	medical	8.0	Nov 2019	medical
Wood River police report teen missing as cold weather moves in	https://assets.msn.com/labs/mind/BBWHrr3.html	newsworld	17.0	Nov 2019	newsworld
Opinions | It's too late to save yourself now, Bill Barr	https://assets.msn.com/labs/mind/BBWqRKv.html	newsopinion	144.0	Nov 2019	newsopinion
Asheville water repairs finished, but boil water advisory remains	https://assets.msn.com/labs/mind/BBWw4pJ.html	newsus	15.0	Nov 2019	newsus
Outsiders keep buying Tampa Bay's largest companies. Here's why it matters.	https://assets.msn.com/labs/mind/BBWLCES.html	financenews	8.0	Nov 2019	financenews
Harry Hiestand clarifies why Bears switched Cody Whitehair and James Daniels	https://assets.msn.com/labs/mind/BBWHrr9.html	football_nfl	4.0	Nov 2019	football_nfl
Oklahoma officer faces second-degree murder charge in death of his police chief, arrest report says	https://assets.msn.com/labs/mind/BBWEtPG.html	newscrime	39.0	Nov 2019	newscrime
Parent of Sears, Kmart laying off hundreds at Hoffman Estates headquarters	https://assets.msn.com/labs/mind/BBWLCGS.html	newsus	4.0	Nov 2019	newsus
Baltimore Buzz: Va. Grocery Store Selling $230 Bottle Of Sam Adams Beer	https://assets.msn.com/labs/mind/BBWBOrm.html	newstrends	3.0	Nov 2019	newstrends
Mayor elect wants back pay for suspension while campaigning	https://assets.msn.com/labs/mind/BBWHrwM.html	newsus	3.0	Nov 2019	newsus
Two Broward deputies on patrol are shot at in Pembroke Park	https://assets.msn.com/labs/mind/BBWEtQC.html	newsus	3.0	Nov 2019	newsus
No. 13 Minnesota stays unbeaten by taking down No. 5 Penn State	https://assets.msn.com/labs/mind/BBWw506.html	football_ncaa	13.0	Nov 2019	football_ncaa
Maxwell's Barber Shop celebrates 60 years	https://assets.msn.com/labs/mind/BBWLCHs.html	lifestylebuzz	8.0	Nov 2019	lifestylebuzz
Why is the river steaming? Will the Ohio River freeze again?	https://assets.msn.com/labs/mind/BBWHs2V.html	weathertopstories	18.0	Nov 2019	weathertopstories
Why you shouldn't start your car and leave it idle in cold weather	https://assets.msn.com/labs/mind/BBWEtR6.html	lifestyle	159.0	Nov 2019	lifestyle
Hudson Yards construction workers injured in scaffold collapse	https://assets.msn.com/labs/mind/BBWBOz0.html	lifestylebuzz	9.0	Nov 2019	lifestylebuzz
After Supreme Court hearing on DACA, California weighs in with walkouts, pledges of support for immigrants	https://assets.msn.com/labs/mind/BBWHs4g.html	newsus	1341.0	Nov 2019	newsus
Kansas State's top RB didn't travel to Austin due to injury	https://assets.msn.com/labs/mind/BBWw53B.html	football_ncaa	6.0	Nov 2019	football_ncaa
'It's Really Refreshing And Relaxing': College Students Say Ditching Their Smartphones For A Week Changed Their Lives	https://assets.msn.com/labs/mind/BBWLCJM.html	lifestylebuzz	5.0	Nov 2019	lifestylebuzz
Cheatham Co. annual ceremony celebrates local veterans	https://assets.msn.com/labs/mind/BBWBP2i.html	travelarticle	7.0	Nov 2019	travelarticle
2 Cook Out employees fired after NC officer refused service	https://assets.msn.com/labs/mind/BBWHs5M.html	newsus	38.0	Nov 2019	newsus
Police say man drove 120 mph on Hickman Road eluding officers	https://assets.msn.com/labs/mind/BBWw549.html	newscrime	166.99999999999997	Nov 2019	newscrime
How USMNT can top Canada without Bradley, Pulisic	https://assets.msn.com/labs/mind/BBWBP32.html	soccer	374.0	Nov 2019	soccer
The world's favorite cities people are fleeing	https://assets.msn.com/labs/mind/BBWEtSO.html	finance-real-estate	3115.0	Nov 2019	finance-real-estate
Researchers trying to locate Chinese immigrant remains in NJ church basement	https://assets.msn.com/labs/mind/BBWLCKS.html	lifestylesmartliving	12.0	Nov 2019	lifestylesmartliving
Florida education news: Career training, superintendent searches and a possible impeachment	https://assets.msn.com/labs/mind/BBWHs7H.html	newsus	7.0	Nov 2019	newsus
CCSU football player meets 2-year-old he helped with bone marrow donation	https://assets.msn.com/labs/mind/BBWEtT0.html	icehockey_nhl	3.0	Nov 2019	icehockey_nhl
James Couture Found Shot And Killed On Fond Du Lac Reservation	https://assets.msn.com/labs/mind/BBWw56p.html	newsus	28.999999999999996	Nov 2019	newsus
Kroger now hiring to fill over 500 positions across Michigan	https://assets.msn.com/labs/mind/BBWLCM4.html	financenews	15.0	Nov 2019	financenews
Browns notebook: Freddie Kitchens says goal-line package doesn't include Kareem Hunt-Nick Chubb tandem yet	https://assets.msn.com/labs/mind/BBWBP5P.html	football_nfl	13.0	Nov 2019	football_nfl
Wentzville posible hit and run	https://assets.msn.com/labs/mind/BBWEtTJ.html	baseball_mlb	24.0	Nov 2019	baseball_mlb
Man killed in Elk Grove crash early Wednesday morning	https://assets.msn.com/labs/mind/BBWHsBR.html	newsus	6.0	Nov 2019	newsus
30 Cozy Vegetarian Soups We'll Be Eating All Winter Long	https://assets.msn.com/labs/mind/BBWEtTw.html	recipes	492.99999999999994	Nov 2019	recipes
35 Slow Cooker Lunch Recipes We Love	https://assets.msn.com/labs/mind/BBWtpr7.html	recipes	4.0	Nov 2019	recipes
Holocaust survivor recalls close-calls that spared her young life	https://assets.msn.com/labs/mind/BBWw5Do.html	newsworld	14.0	Nov 2019	newsworld
Emails Show How Stephen Miller Promoted Anti-Immigrant Views	https://assets.msn.com/labs/mind/BBWLCOe.html	newsus	3.0	Nov 2019	newsus
Neil Young says his marijuana use has stalled citizenship application	https://assets.msn.com/labs/mind/BBWBP8P.html	newspolitics	37.0	Nov 2019	newspolitics
Southern Diner Folk Art Opens For 'Triple D' Meatball Burgers in Decatur	https://assets.msn.com/labs/mind/BBWEtVP.html	newstrends	65.0	Nov 2019	newstrends
See Trump's enthusiastic reception at LSU-Alabama game	https://assets.msn.com/labs/mind/BBWw5Dt.html	news	15.0	Nov 2019	news
Rep Demings on CA shooting: America's families deserve better	https://assets.msn.com/labs/mind/BBWLCOg.html	newsus	6.0	Nov 2019	newsus
The Cubs were one of three teams who exceeded the luxury tax in 2019	https://assets.msn.com/labs/mind/BBWBP95.html	baseball_mlb	4.0	Nov 2019	baseball_mlb
Lightning's fourth line pours on goals in win over Buffalo in Sweden	https://assets.msn.com/labs/mind/BBWw5GQ.html	icehockey_nhl	4.0	Nov 2019	icehockey_nhl
The 11 highest-grossing Disney movies at the global box office of all time	https://assets.msn.com/labs/mind/BBWBP9Q.html	movies-gallery	112.00000000000001	Nov 2019	movies-gallery
ESPN Employees Are Enthusiastically Touting Disney+ Launch	https://assets.msn.com/labs/mind/BBWEtWm.html	more_sports	174.0	Nov 2019	more_sports
Former pro athletes help veterans tackle new life transition together	https://assets.msn.com/labs/mind/BBWw5Im.html	news	18.0	Nov 2019	news
Arizona Cardinals fans threaten to stop following team should it sign Colin Kaepernick	https://assets.msn.com/labs/mind/BBWLCQZ.html	football_nfl	13.0	Nov 2019	football_nfl
15 Household Mainstays from Your Childhood That You Won't Find in New Homes	https://assets.msn.com/labs/mind/BBWBPAy.html	lifestylehomeandgarden	2345.0	Nov 2019	lifestylehomeandgarden
Google plans to offer checking accounts next year	https://assets.msn.com/labs/mind/BBWHsNo.html	newsscienceandtechnology	22.0	Nov 2019	newsscienceandtechnology
Metro finishes $176M escalator replacement project after eight years	https://assets.msn.com/labs/mind/BBWLCS5.html	autosnews	25.0	Nov 2019	autosnews
Elton John coming back to St. Louis next year	https://assets.msn.com/labs/mind/BBWHsOU.html	newsus	7.0	Nov 2019	newsus
Person taken to hospital following fiery crash in Stokes County	https://assets.msn.com/labs/mind/BBWw5Mf.html	newscrime	10.0	Nov 2019	newscrime
Speed Camera Photos Help Man Get His Stolen Bike Back	https://assets.msn.com/labs/mind/BBWBPBl.html	autosmotorcycles	2142.0	Nov 2019	autosmotorcycles
WEATHER: Break from bitter cold ends weekend, but frigid temps and maybe some wet snow return by Tuesday	https://assets.msn.com/labs/mind/BBWw5OW.html	weathertopstories	89.0	Nov 2019	weathertopstories
The cost to become a US citizen is going up 61 percent	https://assets.msn.com/labs/mind/BBWHsSE.html	markets	2085.0	Nov 2019	markets
Weather today in Cincinnati	https://assets.msn.com/labs/mind/BBWEteZ.html	weathertopstories	4.0	Nov 2019	weathertopstories
St. Thomas Aquinas handles Winter Springs, moves one win from fifth state title in past six years	https://assets.msn.com/labs/mind/BBWw5Oo.html	golf	15.0	Nov 2019	golf
San Fernando Valley Sees Bad Air Quality After Small Brush Fire Erupts Overnight in Hansen Dam Area	https://assets.msn.com/labs/mind/BBWBPDn.html	weathertopstories	36.0	Nov 2019	weathertopstories
River threatens to wash away Revolutionary War veterans' remains	https://assets.msn.com/labs/mind/BBWEtfV.html	newsus	4.0	Nov 2019	newsus
Women in Japan were told not to wear glasses to work. Their response has been fiery.	https://assets.msn.com/labs/mind/BBWtq3A.html	newsworld	2576.0	Nov 2019	newsworld
Michael Bloomberg files to run in Alabama Democratic presidential primary	https://assets.msn.com/labs/mind/BBWw5Pl.html	news	26.0	Nov 2019	news
Apartments for rent in Kansas City: What will $1,400 get you?	https://assets.msn.com/labs/mind/BBWLCUA.html	lifestylebuzz	16.0	Nov 2019	lifestylebuzz
Browns' defensive snap counts, stats, and notes: Week 10	https://assets.msn.com/labs/mind/BBWBPFt.html	football_nfl	3.0	Nov 2019	football_nfl
Australian firefighters struggle to fast-moving flames as bushfires rage out of control	https://assets.msn.com/labs/mind/BBWEtgT.html	news	10.0	Nov 2019	news
US panel backs wider use of fish oil to prevent heart attack	https://assets.msn.com/labs/mind/BBWLCUl.html	health-news	58.0	Nov 2019	health-news
Cost of living contributes to 'intense' level of displacement in DC	https://assets.msn.com/labs/mind/BBWBPGA.html	finance-real-estate	18.0	Nov 2019	finance-real-estate
Police launch homicide investigation after man found dead on Kansas City sidewalk	https://assets.msn.com/labs/mind/BBWEtgl.html	newsus	14.0	Nov 2019	newsus
Venezuela's ex-spy chief disappears on eve of extradition to US	https://assets.msn.com/labs/mind/BBWLCUq.html	newsworld	884.0	Nov 2019	newsworld
Nikki Haley accuses John Kelly, Rex Tillerson of undermining trump	https://assets.msn.com/labs/mind/BBWBPJR.html	news	6.0	Nov 2019	news
Frosty temperatures to continue Tuesday in Kansas City with near record lows	https://assets.msn.com/labs/mind/BBWEtgm.html	weathertopstories	3.0	Nov 2019	weathertopstories
5 reasons you might not want to book a cruise on a brand-new ship	https://assets.msn.com/labs/mind/BBWw5Vq.html	traveltips	1841.0000000000002	Nov 2019	traveltips
Sneakertopia: New LA pop-up art exhibit celebrates all things sneakers	https://assets.msn.com/labs/mind/BBWBPJq.html	lifestylebuzz	4.0	Nov 2019	lifestylebuzz
Mike Pereira assured a Chiefs fan that Dee Ford didn't line up offsides ... on Monday	https://assets.msn.com/labs/mind/BBWEtgy.html	football_nfl	6.0	Nov 2019	football_nfl
Thousands raised in community of Coyle for siblings killed in crash	https://assets.msn.com/labs/mind/BBWtqBe.html	newsus	3.0	Nov 2019	newsus
Potential Rob Gronkowski return remains topical with Patriots	https://assets.msn.com/labs/mind/BBWBPLQ.html	football_nfl	33.0	Nov 2019	football_nfl
Scott Kohn, accused of running $1 billion Ponzi scheme, says he can't afford an attorney	https://assets.msn.com/labs/mind/BBWHslA.html	newscrime	7.0	Nov 2019	newscrime
Woman found lying in Wentzville road prompts police to seek public's help	https://assets.msn.com/labs/mind/BBWEtiE.html	newscrime	58.99999999999999	Nov 2019	newscrime
These Sacramento-based dogs are up for adoption and in need of a good home	https://assets.msn.com/labs/mind/BBWLCWv.html	newsus	20.0	Nov 2019	newsus
New concerts: Snoop Dogg, Martin Lawrence, Jason Aldean, UFO, more	https://assets.msn.com/labs/mind/BBWBPM4.html	musicnews	11.0	Nov 2019	musicnews
Spotify's Magic Leap app will change playlists as you change rooms	https://assets.msn.com/labs/mind/BBWHsqJ.html	newsscienceandtechnology	17.0	Nov 2019	newsscienceandtechnology
The 7 Best Matcha Powders on Amazon	https://assets.msn.com/labs/mind/BBWqRil.html	beverages	16.0	Nov 2019	beverages
Rays head to GM meetings seeking offense	https://assets.msn.com/labs/mind/BBWw5gT.html	baseball_mlb	16.0	Nov 2019	baseball_mlb
Minnesota trolls Penn State by playing 'Lion Sleeps Tonight' after upset win	https://assets.msn.com/labs/mind/BBWw5hj.html	football_ncaa	49.99999999999999	Nov 2019	football_ncaa
Amazon has decided to open a new set of grocery stores starting in Los Angeles	https://assets.msn.com/labs/mind/BBWBPQS.html	finance-video	643.0	Nov 2019	finance-video
Missouri high school football coach, team under fire for 'illegal' prayer after complaint from atheist group	https://assets.msn.com/labs/mind/BBWHsvY.html	newsus	1174.0	Nov 2019	newsus
Man sentenced in 'senseless killing' of Joey Vitale	https://assets.msn.com/labs/mind/BBWqRjx.html	newscrime	20.0	Nov 2019	newscrime
Trump Impeachment Inquiry Delves into Idea of Quid Pro Quo	https://assets.msn.com/labs/mind/BBWw5i5.html	newspolitics	1655.0	Nov 2019	newspolitics
Leaving California: These places will pay you to move there	https://assets.msn.com/labs/mind/BBWLCak.html	financenews	35.0	Nov 2019	financenews
NHL analyst Don Cherry fired after making a racially inflamed comment on air	https://assets.msn.com/labs/mind/BBWBPQT.html	peopleandplaces	6.0	Nov 2019	peopleandplaces
Guaido backers enter Venezuela embassy in Brasilia, sparking standoff	https://assets.msn.com/labs/mind/BBWHswM.html	newsworld	1830.0	Nov 2019	newsworld
10 iconic foods to eat in Maine	https://assets.msn.com/labs/mind/BBWEtlU.html	videos	5.0	Nov 2019	videos
KISS End of the Road tour coming to Greensboro	https://assets.msn.com/labs/mind/BBWLCbE.html	musicnews	4.0	Nov 2019	musicnews
John Legend Leads a Pack of Gorgeous Men in the Sexiest Man Alive Issue: From Sterling to Jason, Peek at 10 More Hot Guys	https://assets.msn.com/labs/mind/BBWHszq.html	celebrity	5420.0	Nov 2019	celebrity
Trump to pursue higher sales age for e-cigarettes	https://assets.msn.com/labs/mind/BBWtqH2.html	health-news	148.0	Nov 2019	health-news
Mega Career Fair will bring 25 companies to the Norris Conference Center	https://assets.msn.com/labs/mind/BBWw5id.html	newsus	5.0	Nov 2019	newsus
Students graduate from Norfolk Naval Shipyard's apprentice program	https://assets.msn.com/labs/mind/BBWEtni.html	newsbusiness	5.0	Nov 2019	newsbusiness
NASCAR at Phoenix: Bluegreen Vacations 500 starting lineup, schedule	https://assets.msn.com/labs/mind/BBWw5lI.html	racing	10.0	Nov 2019	racing
LIVE UPDATES: High school volleyball games from around DFW and the rest of Texas!	https://assets.msn.com/labs/mind/BBWHt2E.html	newsus	3.0	Nov 2019	newsus
Closing Arguments Underway In East Village Gas Explosion Trial	https://assets.msn.com/labs/mind/BBWEttu.html	newscrime	86.0	Nov 2019	newscrime
AWOL Marine accused of murder is still on the run	https://assets.msn.com/labs/mind/BBWLCeI.html	newscrime	671.0	Nov 2019	newscrime
Byron Nelson gets redemption after knocking out defending champ in quarterfinal classic	https://assets.msn.com/labs/mind/BBWHt2I.html	basketball_ncaa	17.0	Nov 2019	basketball_ncaa
Meteor streaks through sky over St. Louis	https://assets.msn.com/labs/mind/BBWEtvl.html	newsus	5.0	Nov 2019	newsus
Hits & Misses: 11/9/19	https://assets.msn.com/labs/mind/BBWw5lh.html	news	8.0	Nov 2019	news
Marshall marks 49th anniversary of tragic football team plane crash	https://assets.msn.com/labs/mind/BBWLChJ.html	football_ncaa	37.00000000000001	Nov 2019	football_ncaa
Hyde: Heat's Era of Lost Causes almost closed with Waiters' coming exit | Commentary	https://assets.msn.com/labs/mind/BBWBPTS.html	basketball_nba	14.0	Nov 2019	basketball_nba
Why the College Football Playoff selection committee can't make a case for Alabama	https://assets.msn.com/labs/mind/BBWHt2X.html	football_ncaa	3038.0	Nov 2019	football_ncaa
'Like you're in an ice cave': Inside the tape cocoon, the Navy Yard's newest art installation	https://assets.msn.com/labs/mind/BBWw5nb.html	travelarticle	15.0	Nov 2019	travelarticle
Report: VA failed to protect whistleblowers from retaliation	https://assets.msn.com/labs/mind/BBWLChY.html	newsus	4.0	Nov 2019	newsus
Poland asks Netflix to make changes to documentary about Nazi death camp guard	https://assets.msn.com/labs/mind/BBWBPTy.html	news	75.0	Nov 2019	news
Wire Taps: Washington Nationals' GM Mike Rizzo at the GM Meetings; Nats rumors, & Juan Soto at the bus stop and on Desus & Mero...	https://assets.msn.com/labs/mind/BBWHt3O.html	baseball_mlb	17.0	Nov 2019	baseball_mlb
Redskins Deny Snyder Relationship With Jeff Bezos: Report	https://assets.msn.com/labs/mind/BBWEu32.html	football_nfl	215.0	Nov 2019	football_nfl
Angels GM hinting at going after Gerrit Cole, Stephen Strasburg?	https://assets.msn.com/labs/mind/BBWBPVc.html	baseball_mlb	7.0	Nov 2019	baseball_mlb
Greg Hardy loses UFC fight in Moscow	https://assets.msn.com/labs/mind/BBWw5tu.html	mma	3781.0	Nov 2019	mma
Poll: Americans struggle to ID true facts	https://assets.msn.com/labs/mind/BBWLCnk.html	news	3.0	Nov 2019	news
Opinion: Don Cherry's popularity with his fans couldn't save him this time from anti-immigrant remark	https://assets.msn.com/labs/mind/BBWBPXn.html	icehockey_nhl	2486.0	Nov 2019	icehockey_nhl
Scientists Develop Printable Human Skin	https://assets.msn.com/labs/mind/BBWHt75.html	science	134.0	Nov 2019	science
Pflugerville treatment plant failure left customers susceptible to parasite	https://assets.msn.com/labs/mind/BBWw5ud.html	newsus	7.0	Nov 2019	newsus
3 things to watch for in Friday's Trump impeachment hearing	https://assets.msn.com/labs/mind/BBWLCo0.html	newspolitics	2408.0	Nov 2019	newspolitics
Wombat Goes To Dentist And Now We've Seen It All	https://assets.msn.com/labs/mind/BBWBPYM.html	animals	112.0	Nov 2019	animals
Phoenix chef Chris Bianco will open his first Pizzera Bianco restaurant outside Arizona	https://assets.msn.com/labs/mind/BBWBPd7.html	travelarticle	13.0	Nov 2019	travelarticle
Mildred Gildersleeve named to Florida Women's Hall of Fame	https://assets.msn.com/labs/mind/BBWHt7l.html	newsus	6.0	Nov 2019	newsus
U.S. Supreme Court Begins Hearing DACA Oral Arguments	https://assets.msn.com/labs/mind/BBWEu9K.html	financenews	14.0	Nov 2019	financenews
ICYMI: The week in music for Nov. 3-9	https://assets.msn.com/labs/mind/BBWtqSx.html	music-gallery	621.0	Nov 2019	music-gallery
Google will help you pronounce difficult words	https://assets.msn.com/labs/mind/BBWLCp5.html	newsscienceandtechnology	24.0	Nov 2019	newsscienceandtechnology
What's the latest on Greg Schiano? Will Rutgers score vs. Ohio State? (PODCAST)	https://assets.msn.com/labs/mind/BBWBPgo.html	football_ncaa	4.0	Nov 2019	football_ncaa
Astros intend to add veteran starters to rotation	https://assets.msn.com/labs/mind/BBWHt88.html	baseball_mlb	140.0	Nov 2019	baseball_mlb
British Marathon Runner Found	https://assets.msn.com/labs/mind/BBWw614.html	news	4.0	Nov 2019	news
Jaguars vs. Colts: Jarrod Wilson is the team's Iron Man	https://assets.msn.com/labs/mind/BBWLCsc.html	football_nfl	4.0	Nov 2019	football_nfl
Best Cities For Singles: How Florida Cities Rank	https://assets.msn.com/labs/mind/BBWEuCT.html	finance-real-estate	21.0	Nov 2019	finance-real-estate
Thanksgiving Recipe Searches Reveal America's Holiday Tastes	https://assets.msn.com/labs/mind/BBWtqXO.html	foodnews	2460.0	Nov 2019	foodnews
